country,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,sweetness,cupper_points,total_score,altitude_m,color,harvest_year
Guatemala,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,7.25,80.58,1383.792,Green,2014
United States (Hawaii),,,7.42,7.58,7.5,7.92,7.83,7.83,9.33,7.83,80.58,,,
Colombia,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,7.33,80.58,,,
Taiwan,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,7.17,80.5,50.0,Blue-Green,2017
Guatemala,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,7.25,80.5,1500.0,Green,2017
Honduras,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,7.0,80.5,1650.0,Green,2017
Mauritius,,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,7.25,80.5,280.0,Green,2016
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,10.0,7.33,80.5,1250.0,Green,2015/2016
Myanmar,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,7.08,80.5,3800.0,Green,2015
Guatemala,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,7.17,80.5,1219.2,Green,2014
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,10.0,7.42,80.5,1250.0,,2013
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,10.0,7.17,80.5,,Green,2013
Guatemala,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,6.67,80.5,1859.28,Green,2013
Mexico,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,7.17,80.5,1450.0,,2012
Honduras,,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,7.0,80.42,1450.0,Green,2016
Taiwan,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,7.0,80.42,600.0,Green,2014
El Salvador,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,7.25,80.42,1450.0,Green,2013
China,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,7.17,80.42,1700.0,Green,2013
Taiwan,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,7.0,80.42,600.0,Green,2013/2014
Mexico,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,7.25,80.42,1050.0,Green,2012
Mexico,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,7.08,80.42,1550.0,Green,2012
Burundi,,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,7.33,80.33,1700.0,Green,2016
"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,7.17,80.33,1700.0,Green,2015/2016
"Tanzania, United Republic Of",Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,7.08,80.33,,Bluish-Green,2014
Taiwan,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,7.0,80.33,600.0,Green,2013/2014
Guatemala,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,7.17,80.33,1310.64,Green,2013
Mexico,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,7.08,80.33,940.0,Green,2012
United States (Hawaii),Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,10.0,7.08,80.33,,Green,2012
Ethiopia,,,7.25,7.25,7.25,7.33,7.5,8.0,10.0,7.08,80.33,,,2010
Brazil,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,7.25,80.25,995.0,Green,2017 / 2018
Honduras,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,7.33,80.25,1400.0,Green,2016
Mexico,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,7.17,80.25,1600.0,Green,2016
Myanmar,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,6.83,80.25,914.4,Green,2015
Myanmar,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,7.25,80.25,4287.0,Green,2014
Nicaragua,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,7.25,80.25,900.0,Green,2015
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,7.33,80.25,,Green,2014
Colombia,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,7.58,80.25,,Green,2012
Taiwan,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,7.0,80.25,700.0,Green,2013/2014
Guatemala,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,7.25,80.25,1400.0,Green,2012
Mexico,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,7.17,80.25,808.0,,2012
Vietnam,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,10.0,7.25,80.17,1550.0,,2017
Nicaragua,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,7.17,80.17,1187.5,,2015
Honduras,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,7.33,80.17,1400.0,Green,2015
Guatemala,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,7.0,80.17,1310.64,Green,2013
Mexico,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,7.08,80.17,1250.0,Green,2012
Mexico,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,10.0,7.42,80.17,1550.0,Green,2012
Mexico,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,7.0,80.17,1000.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,7.17,80.17,1310.64,Green,2012
United States (Hawaii),,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,7.42,80.17,,,
Brazil,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,7.08,80.08,1100.0,Green,2017 / 2018
Taiwan,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,7.0,80.08,850.0,Green,2014
Nicaragua,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,7.08,80.08,,Green,2013
Taiwan,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,7.0,80.08,200.0,Green,2013/2014
Taiwan,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,7.0,80.08,150.0,Green,2013/2014
Taiwan,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,7.0,80.08,250.0,Green,2013/2014
Mexico,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,7.08,80.08,1300.0,,2012
Mexico,Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,7.08,80.08,1300.0,Green,2012
Nicaragua,Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,7.0,80.0,1250.0,Green,2017
Myanmar,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,6.92,80.0,3845.0,Green,2015
Mexico,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,10.0,7.42,80.0,1400.0,Green,2014
Taiwan,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,7.0,80.0,250.0,Green,2013/2014
Thailand,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,7.0,80.0,800.0,Green,2012
Mexico,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,10.0,7.25,80.0,1250.0,Green,2012
Mexico,Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,7.17,80.0,1100.0,Green,2012
Ethiopia,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,7.75,80.0,,,2010
Colombia,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,10.0,7.42,79.92,,Green,2015
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,7.0,79.92,,Green,2014
Mexico,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,10.0,7.17,79.92,1300.0,Green,2013
Mexico,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,7.0,79.92,1100.0,Green,2012
Mexico,Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,6.75,79.92,1100.0,,2012
Mexico,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,10.0,7.33,79.92,1100.0,Green,2012
Mexico,Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,10.0,7.25,79.92,1250.0,Green,2012
Mexico,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,7.0,79.92,1250.0,Green,2012
United States (Hawaii),,,7.5,7.42,7.58,7.42,7.5,7.58,10.0,7.58,79.92,,,
Kenya,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,7.08,79.83,1500.0,,2017
Guatemala,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,10.0,7.08,79.83,1700.0,Green,2017
Nicaragua,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,7.17,79.83,1250.0,Green,2014
Mexico,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,6.83,79.83,1300.0,Green,2012
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,10.0,7.17,79.83,,Blue-Green,2012
Guatemala,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,7.25,79.75,,Green,2016
Taiwan,Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,8.67,7.33,79.75,1000.0,,2014
Taiwan,Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,7.0,79.75,600.0,Blue-Green,2013
Thailand,,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,7.0,79.75,800.0,Green,2013
Peru,,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,10.0,7.17,79.75,,Green,2013
Costa Rica,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,10.0,8.0,79.75,1100.0,Bluish-Green,2013
Mexico,Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,6.67,79.75,1400.0,Green,2013
Mexico,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,6.83,79.75,1022.0,Green,2013
Mexico,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,7.0,79.75,1300.0,Green,2013
Mexico,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,6.92,79.75,1450.0,,2012
Mexico,Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,7.0,79.75,1050.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,7.67,79.75,,Green,2012
Mexico,Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,7.33,79.75,1100.0,,2012
Guatemala,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,7.25,79.67,1219.2,Green,2016
El Salvador,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,7.0,79.67,1250.0,Bluish-Green,2016
Thailand,,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,7.08,79.67,800.0,Blue-Green,2013
Guatemala,Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,7.0,79.67,1310.64,Green,2013
Mexico,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,6.83,79.67,1400.0,Green,2013
Mexico,Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,7.33,79.67,975.0,,2012
Mexico,Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,7.08,79.67,1264.0,,2012
Thailand,Peaberry,,7.17,7.17,7.0,7.0,7.25,6.92,10.0,7.17,79.67,,,
Mexico,Typica,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,6.92,79.58,1250.0,,2012
Mexico,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,6.92,79.58,1550.0,Green,2012
Colombia,,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,6.92,79.58,1800.0,,4T/10
Guatemala,,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,7.08,79.58,1325.88,,2009/2010
Nicaragua,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,7.0,79.5,1050.0,Green,2015
Taiwan,Typica,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,7.0,79.5,700.0,,2014
Colombia,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,7.5,79.5,1550.0,Green,2013
Mexico,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,10.0,7.0,79.5,1550.0,Green,2012
Mexico,Typica,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,10.0,7.0,79.5,1100.0,Bluish-Green,2012
Guatemala,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,7.42,79.42,1219.2,Green,2013
Guatemala,Other,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,6.83,79.42,1219.2,Green,2014
Mexico,Typica,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,6.83,79.42,800.0,Green,2012
Cote d?Ivoire,,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,10.0,7.08,79.33,200.0,Bluish-Green,2016
Colombia,Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,10.0,7.33,79.33,1200.0,Green,2013
Mexico,Typica,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,6.83,79.33,950.0,,2012
Mexico,Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,10.0,7.0,79.33,750.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,7.17,79.33,,Green,2012
Taiwan,Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,6.75,79.25,850.0,Blue-Green,2014
Mexico,Bourbon,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,6.92,79.25,1000.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,9.33,7.42,79.17,1219.2,Green,2017
Honduras,Catuai,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,7.0,79.17,1650.0,Green,2017
Guatemala,Bourbon,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,6.83,79.17,1320.0,Green,2016
Guatemala,Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,6.83,79.17,1550.0,Green,2015
Costa Rica,Catuai,Washed / Wet,7.17,7.42,7.5,8.0,7.25,7.83,6.67,7.33,79.17,,,2012
Mexico,Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,10.0,7.17,79.17,1550.0,,2012
Mexico,Typica,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,6.92,79.17,1450.0,Green,2012
Mexico,Typica,,6.75,6.75,6.83,7.25,7.58,7.08,10.0,6.92,79.17,1200.0,,08/09 crop
Guatemala,Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,7.67,79.08,1700.0,Green,2017
United States (Puerto Rico),Other,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,6.92,79.08,853.44,Green,2013
Mexico,Typica,Washed / Wet,7.33,7.0,6.92,7.25,7.33,7.08,10.0,6.83,79.08,1500.0,,2012
Mexico,Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,10.0,6.92,79.08,1100.0,Green,2012
Mexico,Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,10.0,7.25,79.08,1200.0,Bluish-Green,2012
Guatemala,Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,6.58,79.0,1219.2,Green,2014
Honduras,Pacas,Washed / Wet,7.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,79.0,1350.0,Green,2014
Peru,Typica,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,9.33,7.0,79.0,1400.0,,2012
Mexico,Mundo Novo,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10.0,7.0,79.0,1300.0,,2012
Mexico,Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,10.0,7.0,79.0,1550.0,Green,2012
Mexico,Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,6.83,79.0,12.0,Green,2012
Mexico,Typica,Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,10.0,7.0,78.92,1300.0,Green,2013
Mexico,Typica,Washed / Wet,7.5,7.0,6.92,7.08,6.92,6.75,10.0,6.75,78.92,1400.0,,2012
Nicaragua,Caturra,Other,7.17,7.0,6.92,7.0,7.0,7.0,10.0,6.75,78.83,1100.0,Green,2016
United States (Hawaii),,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,7.17,78.75,,Green,2013
Guatemala,Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,6.75,78.75,1310.64,Green,2013
Mexico,Typica,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,6.67,78.75,1320.0,Green,2012
Mexico,Typica,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,10.0,7.0,78.75,1250.0,,2012
Mexico,Bourbon,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,8.67,7.0,78.75,1350.0,,2012
China,Typica,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,9.33,7.08,78.67,1850.0,Green,2013
Mexico,Caturra,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10.0,6.83,78.67,1150.0,,2012
Nicaragua,,,7.08,7.0,6.75,6.83,7.08,6.92,10.0,6.92,78.58,,Green,2016
Nicaragua,,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10.0,6.67,78.58,,Green,2014
Guatemala,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,10.0,7.17,78.58,1219.2,Green,2014
Taiwan,Typica,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,6.67,78.58,800.0,Green,2013
Mexico,Typica,Washed / Wet,7.0,7.0,6.75,7.33,6.92,6.92,10.0,6.67,78.58,1400.0,Green,2012
Mexico,Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,10.0,7.5,78.58,1300.0,,2012
United States (Hawaii),,,7.92,6.83,7.08,7.42,6.75,7.33,10.0,7.25,78.58,,,
Mexico,Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,10.0,7.17,78.5,1600.0,Green,2014
Mexico,Typica,Washed / Wet,7.08,6.83,6.83,7.0,7.0,6.92,10.0,6.83,78.5,1400.0,,2012
Mexico,Caturra,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,10.0,6.92,78.5,1200.0,Green,2012
Brazil,Catuai,Natural / Dry,6.83,7.0,6.92,7.08,6.92,6.83,10.0,6.83,78.42,,Green,2014/2015
Mexico,Typica,Washed / Wet,7.58,7.17,7.0,7.17,7.33,7.0,10.0,7.17,78.42,1500.0,,2012
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,8.67,7.83,78.33,,Bluish-Green,2014
Guatemala,Other,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,6.67,78.33,1219.2,Green,2014
Guatemala,Bourbon,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,6.5,78.33,1310.64,Green,2012
Mexico,Typica,Natural / Dry,7.25,7.25,7.0,7.5,7.33,7.42,10.0,7.75,78.33,1300.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10.0,7.0,78.33,,Green,2012
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,7.42,78.25,,Green,2014
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,9.33,7.25,78.25,,Green,2012
Indonesia,Java,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10.0,6.83,78.17,1300.0,,2016
Mexico,Typica,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,6.75,78.08,1050.0,Green,2012
Taiwan,Yellow Bourbon,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,10.0,7.25,78.0,650.0,Green,2016
Honduras,Pacas,Natural / Dry,6.83,7.0,6.67,7.0,7.0,6.83,10.0,6.67,78.0,1350.0,Green,2014
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,9.33,7.33,78.0,,Green,2014
Guatemala,Other,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,7.25,78.0,1219.2,Green,2014
China,Typica,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,7.17,78.0,1200.0,Green,2013
Guatemala,Bourbon,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,6.67,78.0,1310.64,Green,2013
Mexico,Other,Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,8.0,7.08,78.0,850.0,Green,2012
Colombia,,,7.42,7.17,7.0,7.17,7.67,7.17,9.33,7.08,78.0,,Green,
Costa Rica,Caturra,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,10.0,6.83,77.92,1200.0,Green,2014
Mexico,Typica,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,10.0,6.92,77.92,1248.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10.0,7.17,77.92,,Green,2012
Nicaragua,,,7.42,7.0,7.0,7.17,7.08,7.0,10.0,7.17,77.83,1000.0,Bluish-Green,2016
Brazil,,Washed / Wet,7.0,6.75,6.67,6.83,7.08,6.83,10.0,6.67,77.83,,,2014
Guatemala,Bourbon,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,6.5,77.83,1310.64,Green,2013
Taiwan,Typica,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,10.0,6.67,77.67,775.0,Bluish-Green,2012
United States (Hawaii),,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,6.0,7.58,77.58,,Green,2013
Mexico,Typica,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,6.67,77.5,1300.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,6.17,77.42,1310.64,Green,2013
Brazil,Bourbon,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,10.0,7.0,77.33,890.0,Green,2017 / 2018
Guatemala,Other,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,6.67,77.33,1219.2,Green,2014
Mexico,Typica,Washed / Wet,7.33,7.0,6.67,7.0,6.92,6.92,10.0,6.83,77.33,1500.0,,2012
Haiti,Typica,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,10.0,6.83,77.25,825.0,,2013
United States (Hawaii),,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,10.0,6.75,77.25,,Green,2013
Mexico,Other,Washed / Wet,7.08,7.0,7.0,7.25,7.33,7.25,10.0,6.92,77.17,1200.0,Green,2012
Peru,Caturra,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,9.33,7.67,77.0,1200.0,Green,2014
India,,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,6.67,7.42,76.83,,Green,2016
Mexico,Typica,,6.67,6.33,6.42,6.83,7.0,6.92,10.0,6.58,76.75,1200.0,,08/09 crop
Guatemala,Bourbon,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10.0,6.5,76.5,,,2012
Mexico,Typica,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,10.0,6.58,76.42,1100.0,Green,2012
Guatemala,Bourbon,Washed / Wet,7.5,7.0,6.83,7.5,7.17,7.33,8.67,7.0,76.33,1310.64,Green,2012
Guatemala,Bourbon,Washed / Wet,6.17,6.5,6.5,7.17,7.0,6.83,10.0,6.17,76.33,,,2011/2012
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,9.33,7.08,76.25,,Green,2014
United States (Hawaii),,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8.0,7.5,76.17,,Bluish-Green,2013
Mexico,Typica,Washed / Wet,7.42,7.0,6.83,7.08,6.92,6.83,10.0,6.75,76.17,1400.0,,2012
Indonesia,Other,Natural / Dry,7.33,7.0,6.5,6.08,7.58,6.33,9.33,6.67,76.17,3500.0,,2011
Mexico,Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,6.58,76.08,1250.0,Green,2012
Honduras,Pacas,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,10.0,7.0,76.0,1350.0,Green,2014
Philippines,,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7.0,9.33,6.67,75.83,1000.0,Green,2012
Brazil,,Natural / Dry,7.17,7.0,6.83,7.5,7.17,7.0,10.0,7.0,75.67,,Green,2017 / 2018
Guatemala,Bourbon,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,6.83,75.58,1310.64,Green,2012
Guatemala,Bourbon,Washed / Wet,6.67,6.5,6.33,7.0,7.17,6.75,10.0,6.5,75.58,,,2012
Mexico,Pacamara,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,10.0,6.83,75.5,1100.0,Green,2012
Mexico,Mundo Novo,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.58,75.17,1200.0,Green,2012
Mexico,Other,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10.0,6.67,75.17,1100.0,,2012
Mexico,Typica,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,10.0,6.75,75.17,1280.0,Bluish-Green,2012
Mexico,Typica,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.75,75.0,850.0,Green,2012
Mexico,Typica,Washed / Wet,7.08,6.75,6.58,7.0,7.0,6.75,10.0,6.42,74.92,1500.0,,2012
Mexico,Typica,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,7.0,74.83,1250.0,Green,2012
